Interessado,UF,Tipo_de_interessado,Tipo_de_operação,Finalidade,Tipo_de_credor,Credor,Moeda,Valor,Número_do_Processo/PVL,Código_IBGE,Status,Data,Analisado_por,Regiao
Brusque,SC,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,4000000.0,17944.001149/2015-43,4202909.0,Deferido,2016-06-06,STN,Sul
Brusque,SC,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Banco Regional de Desenvolvimento do Extremo Sul,Real,30000000.0,17944.108340/2018-68,4202909.0,Deferido,2018-11-22,STN,Sul
Brusque,SC,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,10700000.0,17944.103838/2019-15,4202909.0,Deferido,2019-11-12,STN,Sul
Bueno Brandão,MG,Município,Operação Contratual Interna,Provias 2009,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,600000.0,17944.000784/2009-65,3109105.0,Deferido,2009-10-29,STN,Sudeste
Bueno Brandão,MG,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,1300000.0,17944.000805/2010-86,3109105.0,Deferido,2010-09-09,STN,Sudeste
Bueno Brandão,MG,Município,Operação Contratual Interna,Caminho da Escola 2,Instituição Financeira Nacional,Caixa Econômica Federal,Real,350000.0,17944.001077/2008-13,3109105.0,Deferido,2008-09-30,STN,Sudeste
Bueno Brandão,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,600000.0,17944.001158/2013-72,3109105.0,Deferido,2013-10-30,STN,Sudeste
Bueno Brandão,MG,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,450000.0,17944.001159/2013-17,3109105.0,Deferido,2013-10-30,STN,Sudeste
Bueno Brandão,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,1000000.0,17944.000201/2016-25,3109105.0,Deferido,2016-03-02,STN,Sudeste
Bueno Brandão,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,950000.0,17944.103267/2017-57,3109105.0,Deferido,2017-12-15,STN,Sudeste
Bueno Brandão,MG,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,500000.0,17944.103301/2017-93,3109105.0,Deferido,2017-12-15,STN,Sudeste
Bueno Brandão,MG,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,320000.0,17944.103322/2017-17,3109105.0,Deferido,2017-12-15,STN,Sudeste
Bueno Brandão,MG,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,200000.0,17944.103324/2017-06,3109105.0,Deferido,2017-12-15,STN,Sudeste
Buenópolis,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,2400000.0,17944.000509/2014-17,3109204.0,Deferido,2014-05-06,STN,Sudeste
Buenópolis,MG,Município,Operação Contratual Interna,Provias 2010,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,1000000.0,17944.000911/2011-41,3109204.0,Deferido,2012-04-03,STN,Sudeste
Buenópolis,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,1000000.0,17944.001064/2015-65,3109204.0,Deferido,2016-03-07,STN,Sudeste
Bugre,MG,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,306879.0,17944.000944/2010-18,3109253.0,Deferido,2010-07-23,STN,Sudeste
Bugre,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,85000.0,17944.001065/2013-48,3109253.0,Deferido,2013-10-30,STN,Sudeste
Bugre,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,1116000.0,17944.001068/2013-81,3109253.0,Deferido,2013-10-30,STN,Sudeste
Buritama,SP,Município,Operação Contratual Interna,Regularização de Dívida - Energia Elétrica,Empresa Não Estatal,Elektro Eletricidade e Serviços S.A.,Real,167056.71,17944.001886/2014-65,3508108.0,Regularizado,2018-08-13,STN,Sudeste
Buriticupu,MA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,12453000.0,17944.104582/2023-40,2102325.0,Deferido,2023-09-28,STN,Nordeste
Buriticupu,MA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,17000000.0,17944.105538/2023-57,2102325.0,Deferido,2024-01-18,STN,Nordeste
Buritis,RO,Município,Operação Contratual Interna,RELUZ,Empresa Estatal,Centrais Elétricas de Rondônia S/A,Real,431523.89,17944.000916/2006-14,1100452.0,Deferido,2007-07-13,STN,Norte
Buritis,RO,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,7000000.0,17944.001324/2011-79,1100452.0,Deferido,2012-05-23,STN,Norte
Buritis,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,3000000.0,17944.001436/2013-91,3109303.0,Deferido,2013-11-21,STN,Sudeste
Buritis,RO,Município,Operação Contratual Interna,Renegociação de dívidas,Empresa Estatal,Centrais Elétricas de Rondônia S/A,Real,140467.99,17944.001669/2006-65,1100452.0,Deferido,2007-07-13,STN,Norte
Buritis,RO,Município,Operação Contratual Interna,Regularização de Dívida - Energia Elétrica,Empresa Estatal,Centrais Elétricas Brasileiras S/A,Real,143519.72,17944.001888/2014-54,1100452.0,Regularizado,2018-03-02,STN,Norte
Buritis,RO,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,330000.0,17944.002039/2006-16,1100452.0,Deferido,2007-07-13,STN,Norte
Buritis,RO,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,9485483.26,17944.102462/2019-21,1100452.0,Deferido,2019-08-23,STN,Norte
Buritizeiro,MG,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte,Instituição Financeira Nacional,Caixa Econômica Federal,Real,3800000.0,17944.001327/2013-74,3109402.0,Deferido,2014-05-26,STN,Sudeste
Butiá,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,614512.0,17944.000585/2012-52,4302709.0,Deferido,2012-05-21,STN,Sul
Butiá,RS,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Estado do Rio Grande do Sul,Real,600000.0,19406.000484/2006-56,4302709.0,Deferido,2006-09-28,STN,Sul
Butiá,RS,Município,Operação Contratual Interna,RELUZ,Empresa Estatal,Companhia Estadual de Distribuição de Energia Elétrica,Real,356722.38,19406.000485/2006-09,4302709.0,Deferido,2006-09-28,STN,Sul
Butiá,RS,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,868000.0,17944.000476/2016-69,4302709.0,Deferido,2016-07-04,STN,Sul
Butiá,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,10000000.0,17944.102122/2022-04,4302709.0,Deferido,2022-06-29,STN,Sul
Caarapó,MS,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1200000.0,17944.000356/2009-32,5002407.0,Deferido,2009-11-04,STN,Centro-Oeste
Caarapó,MS,Município,Operação Contratual Interna,Provias 2010,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1200000.0,17944.000673/2010-92,5002407.0,Deferido,2010-09-28,STN,Centro-Oeste
Caarapó,MS,Município,Operação Contratual Interna,Caminho da Escola 2009 A,Instituição Financeira Nacional,Banco do Brasil S/A,Real,680000.0,17944.000874/2009-56,5002407.0,Deferido,2009-11-04,STN,Centro-Oeste
Caarapó,MS,Município,Operação Contratual Interna,Caminho da Escola 2010,Instituição Financeira Nacional,Banco do Brasil S/A,Real,642000.0,17944.001387/2010-44,5002407.0,Deferido,2010-10-25,STN,Centro-Oeste
Caatiba,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,501600.0,17944.000895/2007-18,2904803.0,Deferido,2007-08-15,STN,Nordeste
Cabaceiras,PB,Município,Operação Contratual Interna,PNAFM,Instituição Financeira Nacional,Caixa Econômica Federal,Real,200255.0,19407.000027/2004-90,2503100.0,Deferido,2004-06-21,STN,Nordeste
Cabeceira Grande,MG,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,1310000.0,17944.000290/2010-14,3109451.0,Deferido,2011-04-08,STN,Sudeste
Cabeceira Grande,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,2415000.0,17944.000831/2011-95,3109451.0,Deferido,2011-07-29,STN,Sudeste
Cabeceira Grande,MG,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,600000.0,17944.001113/2013-06,3109451.0,Deferido,2013-10-31,STN,Sudeste
Cabeceira Grande,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,800000.0,17944.000283/2016-16,3109451.0,Deferido,2016-05-06,STN,Sudeste
Cabedelo,PB,Município,Operação Contratual Interna,PMAT,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,770000.0,19407.000015/2004-65,2503209.0,Deferido,2004-06-30,STN,Nordeste
Cabedelo,PB,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,30000000.0,17944.103476/2021-87,2503209.0,Deferido,2021-11-19,STN,Nordeste
Cabedelo,PB,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,17000000.0,17944.101383/2023-80,2503209.0,Deferido,2023-04-17,STN,Nordeste
Cabo de Santo Agostinho,PE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,3000000.0,17944.001914/2013-63,2602902.0,Deferido,2014-05-02,STN,Nordeste
Cabo de Santo Agostinho,PE,Município,Operação Contratual Interna,PNAFM,Instituição Financeira Nacional,Caixa Econômica Federal,Real,1218255.0,19407.000007/2003-38,2602902.0,Deferido,2003-05-23,STN,Nordeste
Cabo de Santo Agostinho,PE,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,90000000.0,17944.100293/2020-29,2602902.0,Deferido,2020-03-20,STN,Nordeste
Cabo de Santo Agostinho,PE,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,90000000.0,17944.102372/2021-55,2602902.0,Deferido,2021-09-15,STN,Nordeste
Cabo Verde,MG,Município,Operação Contratual Interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,126750.0,17944.000609/2008-97,3109501.0,Deferido,2008-10-07,STN,Sudeste
Cabo Verde,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,360000.0,19405.000006/2003-11,3109501.0,Deferido,2003-06-10,STN,Sudeste
Cabo Verde,MG,Município,Operação Contratual Interna,Fortalecimento Institucional,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,64000.0,19405.000063/2002-10,3109501.0,Deferido,2002-10-15,STN,Sudeste
Cabreúva,SP,Município,Operação Contratual Interna,Saneamento para Todos,Instituição Financeira Nacional,Caixa Econômica Federal,Real,4000000.0,17944.000548/2007-87,3508405.0,Deferido,2007-09-21,STN,Sudeste
Cabreúva,SP,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,7745335.1,17944.001275/2013-36,3508405.0,Deferido,2014-03-21,STN,Sudeste
Cabreúva,SP,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,1250000.0,17944.001276/2013-81,3508405.0,Deferido,2014-03-21,STN,Sudeste
Cabreúva,SP,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,825000.0,17944.001940/2006-62,3508405.0,Deferido,2007-09-21,STN,Sudeste
Cabreúva,SP,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,17000000.0,17944.103591/2021-51,3508405.0,Deferido,2021-12-15,STN,Sudeste
Cabrobó,PE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,462000.0,17944.000030/2007-43,2603009.0,Deferido,2007-06-20,STN,Nordeste
Cabrobó,PE,Município,Operação Contratual Interna,Caminho da Escola 2009 A,Instituição Financeira Nacional,Banco do Brasil S/A,Real,812000.0,17944.001143/2009-28,2603009.0,Deferido,2011-01-21,STN,Nordeste
Cabrobó,PE,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,15000000.0,17944.101934/2023-13,2603009.0,Deferido,2023-05-15,STN,Nordeste
Caçador,SC,Município,Operação Contratual Interna,Regularização de Dívida - Energia Elétrica,Empresa Estatal,Centrais Elétricas de Santa Catarina S.A.,Real,2356354.37,17944.000762/2007-33,4203006.0,Regularizado,2010-03-25,STN,Sul
Caçador,SC,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,5000000.0,17944.001693/2013-23,4203006.0,Deferido,2014-06-09,STN,Sul
Caçador,SC,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,2601900.0,19406.000486/2009-98,4203006.0,Deferido,2010-07-15,STN,Sul
Caçador,SC,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,7000000.0,17944.000547/2015-42,4203006.0,Deferido,2015-09-14,STN,Sul
Caçador,SC,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,20000000.0,17944.104172/2019-12,4203006.0,Deferido,2019-12-11,STN,Sul
Caçador,SC,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,27000000.0,17944.102409/2021-45,4203006.0,Deferido,2021-07-29,STN,Sul
Caçador,SC,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,30000000.0,17944.102164/2023-18,4203006.0,Deferido,2023-05-23,STN,Sul
Caçapava,SP,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,4790000.0,17944.001182/2011-40,3508504.0,Deferido,2011-12-26,STN,Sudeste
Caçapava,SP,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado de São Paulo,Real,9750000.0,17944.105033/2018-25,3508504.0,Deferido,2018-06-26,STN,Sudeste
Caçapava,SP,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado de São Paulo,Real,35000000.0,17944.101152/2022-95,3508504.0,Deferido,2022-04-20,STN,Sudeste
Caçapava do Sul,RS,Município,Operação Contratual Interna,Provias 2009,Instituição Financeira Nacional,Banco do Brasil S/A,Real,900000.0,19406.000319/2009-47,4302808.0,Deferido,2010-06-07,STN,Sul
Caçapava do Sul,RS,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,2000000.0,17944.000581/2015-17,4302808.0,Deferido,2015-11-20,STN,Sul
Cacaulândia,RO,Município,Operação Contratual Interna,Caminho da Escola,Instituição Financeira Nacional,Caixa Econômica Federal,Real,1662620.0,17944.000816/2014-90,1100601.0,Deferido,2014-11-25,STN,Norte
